goal,keyword,color
3,plasmodium,#4C9F38
3,pneumonia,#4C9F38
3,polio,#4C9F38
3,population health,#4C9F38
3,post menopausal,#4C9F38
3,Post Traumatic Stress Disorder,#4C9F38
3,postpartum depression,#4C9F38
3,pre-existing conditions,#4C9F38
3,preeclampsia,#4C9F38
3,pregnancy complication,#4C9F38
3,pregnancy complications,#4C9F38
3,premature births,#4C9F38
3,prescription,#4C9F38
3,prescriptions,#4C9F38
3,preterm birth,#4C9F38
3,prostate,#4C9F38
3,prosthetics,#4C9F38
3,prosthodontic,#4C9F38
3,prosthodontics,#4C9F38
3,psoriasis,#4C9F38
3,PTSD,#4C9F38
3,public health,#4C9F38
3,quality of life,#4C9F38
3,rabies,#4C9F38
3,rash,#4C9F38
3,rashes,#4C9F38
3,rehabilitate,#4C9F38
3,rehabilitation,#4C9F38
3,respiratory,#4C9F38
3,rosacea,#4C9F38
3,rsv,#4C9F38
3,safety and health,#4C9F38
3,salmonella,#4C9F38
3,salt intake,#4C9F38
3,sanitary,#4C9F38
3,sars,#4C9F38
3,scabies,#4C9F38
3,schizophrenia,#4C9F38
3,Scleroderma,#4C9F38
3,scurvy,#4C9F38
3,senior living,#4C9F38
3,sepsis,#4C9F38
3,sexually transmitted,#4C9F38
3,sickness,#4C9F38
3,sids,#4C9F38
3,sinus congestion,#4C9F38
3,skin,#4C9F38
3,sleep,#4C9F38
3,smallpox,#4C9F38
3,sneezing,#4C9F38
3,social and emotional development,#4C9F38
3,social safety net,#4C9F38
3,staph,#4C9F38
3,statin,#4C9F38
3,statins,#4C9F38
3,std,#4C9F38
3,stds,#4C9F38
3,stem cell,#4C9F38
3,sti,#4C9F38
3,stis,#4C9F38
3,stitches,#4C9F38
3,stool test,#4C9F38
3,stroke,#4C9F38
3,substance abuse,#4C9F38
3,sudden cardiac death,#4C9F38
3,sudden infant death,#4C9F38
3,superbug,#4C9F38
3,surgeon,#4C9F38
3,surgery,#4C9F38
3,sustainability,#4C9F38
3,sustainable future,#4C9F38
3,sustainable futures,#4C9F38
3,sustainable global future,#4C9F38
3,sustainable global futures,#4C9F38
3,syphilis,#4C9F38
3,tb,#4C9F38
3,teeth,#4C9F38
3,terminally ill,#4C9F38
3,tetanus,#4C9F38
3,therapeutic,#4C9F38
3,therapeutics,#4C9F38
3,therapist,#4C9F38
3,therapists,#4C9F38
3,therapy,#4C9F38
3,thyroid,#4C9F38
3,tinnitus,#4C9F38
3,tobacco control,#4C9F38
3,tooth,#4C9F38
3,toxic fumes,#4C9F38
3,transplant procedure,#4C9F38
3,treatment of patients,#4C9F38
3,trypanosomiasis,#4C9F38
3,tuberculosis,#4C9F38
3,tumor,#4C9F38
3,tumors,#4C9F38
3,ulcerative colitis,#4C9F38
3,urgent care,#4C9F38
3,urology,#4C9F38
3,vaccination,#4C9F38
3,vaccine,#4C9F38
3,vascular,#4C9F38
3,virtigo,#4C9F38
3,vitamin defiiciency,#4C9F38
3,Vitiligo,#4C9F38
3,well being,#4C9F38
3,well-being,#4C9F38
3,wellbeing,#4C9F38
3,wellness,#4C9F38
3,west nile,#4C9F38
3,whooping cough,#4C9F38
3,wnv,#4C9F38
3,wound,#4C9F38
3,xdr tb,#4C9F38
3,yoga,#4C9F38
4,academic achievement,#C5192D
4,academic affairs,#C5192D
4,facilitating knowledge,#C5192D
4,academically,#C5192D
4,academies,#C5192D
4,access to mentors,#C5192D
4,access to mentorship,#C5192D
4,access to textbooks,#C5192D
4,accreditation,#C5192D
4,ADD,#C5192D
4,adequate yearly,#C5192D
4,adequate yearly progress,#C5192D
4,ADHD,#C5192D
4,administrators,#C5192D
4,admissions,#C5192D
4,advanced placement,#C5192D
4,affordable tuition,#C5192D
4,afterschool,#C5192D
4,applicants,#C5192D
4,apprentice,#C5192D
4,apprentices,#C5192D
4,apprenticeship,#C5192D
4,apprenticeships,#C5192D
4,assistant principal,#C5192D
4,attention deficit,#C5192D
4,baccalaureate,#C5192D
4,biology program,#C5192D
4,braille,#C5192D
4,bursaries,#C5192D
4,charter schools,#C5192D
4,childcare,#C5192D
4,childhood development,#C5192D
4,childrens learning,#C5192D
4,cognitive development,#C5192D
4,college preparatory,#C5192D
4,daycare,#C5192D
4,Doctor of Philosophy,#C5192D
4,dropout rate,#C5192D
4,dropout rates,#C5192D
4,dyslexia,#C5192D
4,early learning,#C5192D
4,educated,#C5192D
4,education,#C5192D
4,educational,#C5192D
4,educationally,#C5192D
4,educations,#C5192D
4,educator,#C5192D
4,educators,#C5192D
4,effective learning,#C5192D
4,effective learning outcome,#C5192D
4,effective learning outcomes,#C5192D
4,teaching climate change,#C5192D
4,effective teaching,#C5192D
4,elementaries,#C5192D
4,elementary school,#C5192D
4,elementary schools,#C5192D
4,employability,#C5192D
4,employable,#C5192D
4,english language,#C5192D
4,environmental studies,#C5192D
4,equitable classroom,#C5192D
4,equitable learning,#C5192D
4,experiential learning,#C5192D
4,extra curricular activities,#C5192D
4,extracurricular activities,#C5192D
4,gainful employment,#C5192D
4,gcse,#C5192D
4,ged,#C5192D
4,global citizenship,#C5192D
4,good grades,#C5192D
4,graduated students,#C5192D
4,graduates,#C5192D
4,graduating success,#C5192D
4,graduation rate,#C5192D
4,guidance counselors,#C5192D
4,head start,#C5192D
4,humanities program,#C5192D
4,hybrid classroom,#C5192D
4,hybrid classrooms,#C5192D
4,hybrid learning,#C5192D
4,illiteracy,#C5192D
4,illiterate,#C5192D
4,in-person learning,#C5192D
4,inclusive classroom,#C5192D
4,inclusive learning,#C5192D
4,instructional materials,#C5192D
4,intermediate school,#C5192D
4,international baccalaureate,#C5192D
4,Khan Academy,#C5192D
4,kindergarten,#C5192D
4,kindergartners,#C5192D
4,language learners,#C5192D
4,learning centers,#C5192D
4,learning disabilities,#C5192D
4,learning environment,#C5192D
4,learning environments,#C5192D
4,learning facilities,#C5192D
4,learning institutes,#C5192D
4,learning institutions,#C5192D
4,learning opportunities,#C5192D
4,learning opportunity,#C5192D
4,liberal arts college,#C5192D
4,liberal arts program,#C5192D
4,librarians,#C5192D
4,libraries,#C5192D
4,digital library,#C5192D
4,library access,#C5192D
4,lifelong learning,#C5192D
4,literacy rate,#C5192D
4,master degree,#C5192D
4,maths,#C5192D
4,mba,#C5192D
4,mbas,#C5192D
4,mcas,#C5192D
4,middle school,#C5192D
4,middle schoolers,#C5192D
4,montessori,#C5192D
4,msc,#C5192D
4,nclb,#C5192D
4,no child left,#C5192D
4,numeracy,#C5192D
4,parent teacher,#C5192D
4,parental involvement,#C5192D
4,parents,#C5192D
4,pedagogical,#C5192D
4,pedagogy,#C5192D
4,pedagogy,#C5192D
4,Plan International,#C5192D
4,polytechnic,#C5192D
4,postgraduate,#C5192D
4,pre kindergarten,#C5192D
4,pre med,#C5192D
4,prekindergarten,#C5192D
4,preschool,#C5192D
4,preschools,#C5192D
4,public library,#C5192D
4,public schools,#C5192D
4,pupils,#C5192D
4,remote learning,#C5192D
4,sat scores,#C5192D
4,sats,#C5192D
4,save the children,#C5192D
4,school,#C5192D
4,school boards,#C5192D
4,school drop out,#C5192D
4,school leavers,#C5192D
4,schoolchildren,#C5192D
4,schooling,#C5192D
4,schools,#C5192D
4,science program,#C5192D
4,second language,#C5192D
4,secondary school,#C5192D
4,secondary schools,#C5192D
4,small island developing states,#C5192D
4,sociology program,#C5192D
4,standardized tests,#C5192D
4,student achievement,#C5192D
4,student loan,#C5192D
4,superintendents,#C5192D
4,sustainability,#C5192D
4,sustainable future,#C5192D
4,sustainable futures,#C5192D
4,sustainable global future,#C5192D
4,sustainable global futures,#C5192D
4,teach for america,#C5192D
4,teach grammar,#C5192D
4,teach reading comprehension,#C5192D
4,teacher,#C5192D
4,teachers,#C5192D
4,technology internship,#C5192D
4,technology internships,#C5192D
4,textbook access,#C5192D
4,trained and skilled,#C5192D
4,trainee,#C5192D
4,trainees,#C5192D
4,tutor,#C5192D
4,tutors,#C5192D
4,undergraduate degree,#C5192D
4,university level,#C5192D
4,unskilled,#C5192D
4,virtual learning,#C5192D
4,vocational training,#C5192D
4,youth build,#C5192D
4,youthbuild,#C5192D
5,abortion,#FF3A21
5,abortions,#FF3A21
5,abstinence,#FF3A21
5,abusive,#FF3A21
5,affirmative action,#FF3A21
5,animus,#FF3A21
5,atheism,#FF3A21
5,babies,#FF3A21
5,bestiality,#FF3A21
5,bigamy,#FF3A21
5,bisexual,#FF3A21
5,breast,#FF3A21
5,breastfeeding,#FF3A21
5,chastity,#FF3A21
5,childbearing,#FF3A21
5,childcare,#FF3A21
5,circumcised,#FF3A21
5,class and gender,#FF3A21
5,condescension,#FF3A21
5,condom,#FF3A21
5,condoms,#FF3A21
5,consensual sex,#FF3A21
5,consenting adults,#FF3A21
5,contraception,#FF3A21
5,demeaning,#FF3A21
5,domestic abuse,#FF3A21
5,domestic partner,#FF3A21
5,domestic violence,#FF3A21
5,education gap,#FF3A21
5,empowerment,#FF3A21
5,environmental studies,#FF3A21
5,erotic,#FF3A21
5,erotica,#FF3A21
5,fascism,#FF3A21
5,female mutilation,#FF3A21
5,femininity,#FF3A21
5,feminism,#FF3A21
5,feminist,#FF3A21
5,feminists,#FF3A21
5,fgm,#FF3A21
5,first trimester,#FF3A21
5,gbv,#FF3A21
5,gender and class,#FF3A21
5,gender and race,#FF3A21
5,gender and sex,#FF3A21
5,gender equity,#FF3A21
5,gender inequalities,#FF3A21
5,gender pay gap,#FF3A21
5,gender rights,#FF3A21
5,gender-based violence,#FF3A21
5,genital mutilation,#FF3A21
5,girl,#FF3A21
5,girls,#FF3A21
5,gynecology,#FF3A21
5,harassment,#FF3A21
5,hate crimes,#FF3A21
5,hate speech,#FF3A21
5,heterosexual,#FF3A21
5,heterosexual couples,#FF3A21
5,heterosexuals,#FF3A21
5,homophobia,#FF3A21
5,homophobic,#FF3A21
5,husbands,#FF3A21
5,incest,#FF3A21
5,income inequality,#FF3A21
5,inequality,#FF3A21
5,inequities,#FF3A21
5,inequity,#FF3A21
5,inferiority,#FF3A21
5,injustice,#FF3A21
5,injustices,#FF3A21
5,intercourse,#FF3A21
5,intimate partner,#FF3A21
5,intolerance,#FF3A21
5,judicial activism,#FF3A21
5,lactation,#FF3A21
5,ladies,#FF3A21
5,lady,#FF3A21
5,lesbian,#FF3A21
5,lesbians,#FF3A21
5,lewd,#FF3A21
5,lovemaking,#FF3A21
5,machismo,#FF3A21
5,macho,#FF3A21
5,male privilege,#FF3A21
5,male counterparts,#FF3A21
5,marriage equality,#FF3A21
5,marriage rights,#FF3A21
5,masculine,#FF3A21
5,masculinity,#FF3A21
5,masturbate,#FF3A21
5,masturbating,#FF3A21
5,masturbation,#FF3A21
5,maternal,#FF3A21
5,maternity,#FF3A21
5,misogynistic,#FF3A21
5,misogyny,#FF3A21
5,mom,#FF3A21
5,moms,#FF3A21
5,monogamous,#FF3A21
5,monogamy,#FF3A21
5,mother,#FF3A21
5,motherhood,#FF3A21
5,mothers,#FF3A21
5,nudity,#FF3A21
5,oral sex,#FF3A21
5,patriarchal,#FF3A21
5,pedophilia,#FF3A21
5,placenta,#FF3A21
5,pregnancies,#FF3A21
5,pregnancy,#FF3A21
5,pregnant,#FF3A21
5,premarital sex,#FF3A21
5,procreation,#FF3A21
5,promiscuity,#FF3A21
5,promiscuous,#FF3A21
5,prostitution,#FF3A21
5,pseudopregnancy,#FF3A21
5,queer,#FF3A21
5,race and gender,#FF3A21
5,rape,#FF3A21
5,rapes,#FF3A21
5,rapist,#FF3A21
5,reproductive freedom,#FF3A21
5,Roe v. Wade,#FF3A21
5,Roe versus Wade,#FF3A21
5,Roe vs. Wade,#FF3A21
5,romance,#FF3A21
5,second trimester,#FF3A21
5,sex and gender,#FF3A21
5,sexes,#FF3A21
5,sexism,#FF3A21
5,sexist,#FF3A21
5,sexual,#FF3A21
5,sexuality,#FF3A21
5,sexually,#FF3A21
5,sexy,#FF3A21
5,slut,#FF3A21
5,sodomy,#FF3A21
5,spouses,#FF3A21
5,std,#FF3A21
5,stds,#FF3A21
5,sti,#FF3A21
5,sustainability,#FF3A21
5,sustainable future,#FF3A21
5,sustainable futures,#FF3A21
5,sustainable global future,#FF3A21
5,sustainable global futures,#FF3A21
5,third trimester,#FF3A21
5,title 9,#FF3A21
5,title ix,#FF3A21
5,title nine,#FF3A21
5,trans,#FF3A21
5,transgender,#FF3A21
5,transgendered,#FF3A21
5,underage girls,#FF3A21
5,unmarried,#FF3A21
5,unprotected sex,#FF3A21
5,victimization,#FF3A21
5,virgin,#FF3A21
5,virginity,#FF3A21
5,vulgar,#FF3A21
5,wives,#FF3A21
5,woman,#FF3A21
5,womanhood,#FF3A21
5,women,#FF3A21
6,affordable water,#26BDE2
6,algal bloom,#26BDE2
6,aquatic bacteria,#26BDE2
6,aquatic reservoir,#26BDE2
6,aquatic weed,#26BDE2
6,aqueduct,#26BDE2
6,aquifer,#26BDE2
6,aquifers,#26BDE2
6,arsenic,#26BDE2
6,bottled water,#26BDE2
6,chlorine,#26BDE2
6,clean water,#26BDE2
6,coal ash,#26BDE2
6,coliform bacteria,#26BDE2
6,water recovery,#26BDE2
6,contaminated water,#26BDE2
6,contaminating water,#26BDE2
6,culvert,#26BDE2
6,culverts,#26BDE2
6,cyanide,#26BDE2
6,dead zone,#26BDE2
6,debris,#26BDE2
6,desalination,#26BDE2
6,dredging,#26BDE2
6,drinking water,#26BDE2
6,drip irrigation,#26BDE2
6,dumping,#26BDE2
6,environmental challenge,#26BDE2
6,environmental challenges,#26BDE2
6,environmental factors,#26BDE2
6,environmental fluid mechanics,#26BDE2
6,environmental issues,#26BDE2
6,environmental problem,#26BDE2
6,environmental problems,#26BDE2
6,environmental protection,#26BDE2
6,environmental quality,#26BDE2
6,environmental science,#26BDE2
6,environmental sciences,#26BDE2
6,environmental studies,#26BDE2
6,eutrophication,#26BDE2
6,faucets,#26BDE2
6,fecal indicator bacteria,#26BDE2
6,fish ladder,#26BDE2
6,flood control,#26BDE2
6,flooding,#26BDE2
6,fluoride contamination,#26BDE2
6,fluoride in water,#26BDE2
6,fluoride poisoning,#26BDE2
6,freshwater,#26BDE2
6,freshwater,#26BDE2
6,ground water,#26BDE2
6,groundwater,#26BDE2
6,gutters,#26BDE2
6,handwashing,#26BDE2
6,harmful chemicals,#26BDE2
6,hazardous chemical,#26BDE2
6,hazardous chemicals,#26BDE2
6,hazardous substance,#26BDE2
6,hazardous substances,#26BDE2
6,hazardous waste,#26BDE2
6,headwaters,#26BDE2
6,herbicide,#26BDE2
6,herbicides,#26BDE2
6,human waste,#26BDE2
6,hydroelectric,#26BDE2
6,hydropower,#26BDE2
6,improving water,#26BDE2
6,insecticide,#26BDE2
6,insecticides,#26BDE2
6,irrigate,#26BDE2
6,irrigated,#26BDE2
6,irrigation,#26BDE2
6,irrigators,#26BDE2
6,lagoon,#26BDE2
6,lagoons,#26BDE2
6,lake,#26BDE2
6,lakes,#26BDE2
6,latrines,#26BDE2
6,leaching,#26BDE2
6,manholes,#26BDE2
6,municipal water,#26BDE2
6,nitrate concentration,#26BDE2
6,nitrate per liter of water,#26BDE2
6,oil spill,#26BDE2
6,open defecation,#26BDE2
6,overflows,#26BDE2
6,pcbs,#26BDE2
6,perchlorate,#26BDE2
6,pesticide,#26BDE2
6,pesticides,#26BDE2
6,piping,#26BDE2
6,plumbing,#26BDE2
6,polluted water,#26BDE2
6,ponds,#26BDE2
6,potable reuse,#26BDE2
6,drinkable water,#26BDE2
6,potable water,#26BDE2
6,potentially harmful,#26BDE2
6,public water,#26BDE2
6,rainwater,#26BDE2
6,retention pond,#26BDE2
6,reverse osmosis,#26BDE2
6,riparian,#26BDE2
6,river,#26BDE2
6,rivers,#26BDE2
6,safe water,#26BDE2
6,sanitary sewer,#26BDE2
6,sanitary water,#26BDE2
6,sanitation ladder,#26BDE2
6,seawater intrusion,#26BDE2
6,seepage,#26BDE2
6,selenium,#26BDE2
6,septic system,#26BDE2
6,septic systems,#26BDE2
6,septic tank,#26BDE2
6,septic tanks,#26BDE2
6,sewage,#26BDE2
6,sewer,#26BDE2
6,sewerage,#26BDE2
6,sewers,#26BDE2
6,silt,#26BDE2
6,sinkholes,#26BDE2
6,sludge,#26BDE2
6,snowmelt,#26BDE2
6,soil erosion,#26BDE2
6,storm drain,#26BDE2
6,storm drains,#26BDE2
6,stormwater,#26BDE2
6,superfund site,#26BDE2
6,sustainability,#26BDE2
6,sustainable future,#26BDE2
6,sustainable futures,#26BDE2
6,sustainable global future,#26BDE2
6,sustainable global futures,#26BDE2
6,tailings,#26BDE2
6,tce,#26BDE2
6,toilet,#26BDE2
6,total coliform,#26BDE2
6,toxic chemicals,#26BDE2
6,toxic substances,#26BDE2
6,toxic water,#26BDE2
6,transboundary waters,#26BDE2
6,tributaries,#26BDE2
6,tributary,#26BDE2
6,Trichloroethylene,#26BDE2
6,tritium,#26BDE2
6,vocs in water,#26BDE2
6,volatile organic compounds in water,#26BDE2
6,waste water,#26BDE2
6,wastewater,#26BDE2
6,wastewater treatment,#26BDE2
6,water access,#26BDE2
6,water accessibility,#26BDE2
6,water and sanitation,#26BDE2
6,water availability,#26BDE2
6,water basin,#26BDE2
6,water basins,#26BDE2
6,water canal,#26BDE2
6,water canals,#26BDE2
6,water catchment,#26BDE2
6,water conservation,#26BDE2
6,water contaminant,#26BDE2
6,water contaminants,#26BDE2
6,water contaminate,#26BDE2
6,water contamination,#26BDE2
6,water contamination,#26BDE2
6,water dam,#26BDE2
6,water dam,#26BDE2
6,water dams,#26BDE2
6,water drain,#26BDE2
6,water drainage,#26BDE2
6,water drains,#26BDE2
6,water efficiency,#26BDE2
6,water filtration,#26BDE2
6,water harvesting,#26BDE2
6,water hyacinth,#26BDE2
6,water impurities,#26BDE2
6,water mains,#26BDE2
6,water management,#26BDE2
6,water pollutant,#26BDE2
6,water pollutants,#26BDE2
6,water pollution,#26BDE2
6,water purification,#26BDE2
6,pollutants in the aquatic environment,#26BDE2
6,water quality,#26BDE2
6,water reclamation,#26BDE2
6,water recycling,#26BDE2
6,extracting water,#26BDE2
6,water extraction,#26BDE2
6,water reservoir,#26BDE2
6,water resource,#26BDE2
6,water resources,#26BDE2
6,Zero liquid discharge,#26BDE2
6,water reuse,#26BDE2
6,water rights,#26BDE2
6,water sanitation,#26BDE2
6,drought,#26BDE2
6,water scarcity,#26BDE2
6,water storage,#26BDE2
6,water stress,#26BDE2
6,water supply,#26BDE2
6,water table,#26BDE2
6,water toxin,#26BDE2
6,water toxins,#26BDE2
6,water treatment,#26BDE2
6,water utilities,#26BDE2
6,water utility,#26BDE2
6,water waste,#26BDE2
6,water wells,#26BDE2
6,water works,#26BDE2
6,water-related ecosystem,#26BDE2
6,water-related ecosystems,#26BDE2
6,water consumed,#26BDE2
6,water consumption,#26BDE2
6,water-use,#26BDE2
6,waterborne disease,#26BDE2
6,waterborne diseases,#26BDE2
6,waterborne pathogens,#26BDE2
6,waterline,#26BDE2
6,watershed,#26BDE2
6,watersheds,#26BDE2
6,waterways,#26BDE2
6,waterworks,#26BDE2
6,well water,#26BDE2
6,wellwater,#26BDE2
7,fuel cell powertrain,#FCC30B
7,hydrogen as fuel,#FCC30B
7,battery-powered,#FCC30B
7,access to power,#FCC30B
7,energy sustainability,#FCC30B
7,water-energy nexus,#FCC30B
7,energy flow management,#FCC30B
7,energy and sustainable,#FCC30B
7,power to gas,#FCC30B
7,energy storage,#FCC30B
7,alternative energy,#FCC30B
7,aluminum smelter,#FCC30B
7,bio diesel,#FCC30B
7,biodiesel,#FCC30B
7,bioenergy,#FCC30B
7,bioethanol,#FCC30B
7,biofuel,#FCC30B
7,biofuels,#FCC30B
7,biogas,#FCC30B
7,boilers,#FCC30B
7,carbon capture,#FCC30B
7,carbon credits,#FCC30B
7,zero emissions,#FCC30B
7,zero emission,#FCC30B
7,carbon emission,#FCC30B
7,carbon emissions,#FCC30B
7,cellulosic ethanol,#FCC30B
7,charging stations,#FCC30B
7,charging station,#FCC30B
7,clean energy,#FCC30B
7,clean technology,#FCC30B
7,cleaner burning,#FCC30B
7,cng,#FCC30B
7,coal,#FCC30B
7,cogeneration,#FCC30B
7,compressed air,#FCC30B
7,compressed natural,#FCC30B
7,cooling plant,#FCC30B
7,cooling towers,#FCC30B
7,crude oil,#FCC30B
7,decreased carbon dioxide,#FCC30B
7,desalination plant,#FCC30B
7,diesel,#FCC30B
7,domestic heat source,#FCC30B
7,drilling well,#FCC30B
7,efficient energy,#FCC30B
7,efficient thermoelectric,#FCC30B
7,electric generator,#FCC30B
7,electric generators,#FCC30B
7,Photoredox co2,#FCC30B
7,electric grids,#FCC30B
7,electric grid,#FCC30B
7,electric power,#FCC30B
7,electricity,#FCC30B
7,electrification,#FCC30B
7,electrify the grid,#FCC30B
7,electronic components,#FCC30B
7,emission reduction,#FCC30B
7,emission reductions,#FCC30B
7,fossil free energy,#FCC30B
7,energy agency,#FCC30B
7,energy concepts,#FCC30B
7,energy efficiency,#FCC30B
7,energy production,#FCC30B
7,energy resources,#FCC30B
7,energy-intensive,#FCC30B
7,environmental challenge,#FCC30B
7,environmental challenges,#FCC30B
7,environmental issues,#FCC30B
7,environmental science,#FCC30B
7,environmental sciences,#FCC30B
7,environmental studies,#FCC30B
7,environmentally friendly,#FCC30B
7,environmentally sustainable,#FCC30B
7,ethanol,#FCC30B
7,electrified propulsion systems,#FCC30B
7,electric aircraft,#FCC30B
7,electrified aircraft,#FCC30B
7,electric vehicles,#FCC30B
7,electric vehicle,#FCC30B
7,ev,#FCC30B
7,evs,#FCC30B
7,flywheel,#FCC30B
7,fracking,#FCC30B
7,fuel,#FCC30B
7,fuelcell,#FCC30B
7,fuels,#FCC30B
7,gas pipeline,#FCC30B
7,gasification,#FCC30B
7,gasoline,#FCC30B
7,geothermal,#FCC30B
7,gigawatts,#FCC30B
7,hydroelectric,#FCC30B
7,hydrogen fuel,#FCC30B
7,hydrogen powered,#FCC30B
7,hydropower,#FCC30B
7,incineration,#FCC30B
7,incinerator,#FCC30B
7,inefficient cooking system,#FCC30B
7,inefficient cooking systems,#FCC30B
7,internal combustion engine,#FCC30B
7,internal combustion engines,#FCC30B
7,inverter,#FCC30B
7,inverters,#FCC30B
7,kilowatt,#FCC30B
7,kilowatts,#FCC30B
7,kv,#FCC30B
7,kw,#FCC30B
7,kwh,#FCC30B
7,least developed countries,#FCC30B
7,led light,#FCC30B
7,led lights,#FCC30B
7,leds,#FCC30B
7,lithium,#FCC30B
7,sustainable multivalent working ions,#FCC30B
7,next-generation batteries,#FCC30B
7,lithium batteries,#FCC30B
7,lithium battery,#FCC30B
7,lng,#FCC30B
7,lpg,#FCC30B
7,megawatt,#FCC30B
7,megawatts,#FCC30B
7,methanol,#FCC30B
7,miles per gallon,#FCC30B
7,mpg,#FCC30B
7,mw,#FCC30B
7,mwh,#FCC30B
7,nanotech,#FCC30B
7,nrg,#FCC30B
7,nuclear power,#FCC30B
7,oil fields,#FCC30B
7,oil field,#FCC30B
7,oil drilling,#FCC30B
7,oil pipeline,#FCC30B
7,oil production,#FCC30B
7,oil recovery,#FCC30B
7,oil refinery,#FCC30B
7,oil reservoir,#FCC30B
7,oil reservoirs,#FCC30B
7,oil sands,#FCC30B
7,oil well,#FCC30B
7,oil wells,#FCC30B
7,oilfield,#FCC30B
7,oilsands,#FCC30B
7,oilseed,#FCC30B
7,palm oil,#FCC30B
7,passive and active energy,#FCC30B
7,petrochemical,#FCC30B
7,petrochemicals,#FCC30B
7,petrol,#FCC30B
7,petroleum,#FCC30B
7,photovoltaic,#FCC30B
7,photovoltaics,#FCC30B
7,polluting cooking system,#FCC30B
7,polluting cooking systems,#FCC30B
7,polysilicon,#FCC30B
7,power company,#FCC30B
7,power generation,#FCC30B
7,power generator,#FCC30B
7,power generators,#FCC30B
7,power plants,#FCC30B
7,power plant,#FCC30B
7,propane,#FCC30B
7,pv,#FCC30B
7,rechargeable batteries,#FCC30B
7,rechargeable battery,#FCC30B
7,refineries,#FCC30B
7,renewable carbon,#FCC30B
7,energy generation,#FCC30B
7,renewable fuel,#FCC30B
7,renewable and commercially available fuels ,#FCC30B
7,renewable energies,#FCC30B
7,water-energy model,#FCC30B
7,energy projects,#FCC30B
7,energy project,#FCC30B
7,renewable electricity,#FCC30B
7,decarbonization,#FCC30B
7,renewable energy,#FCC30B
7,renewable sources of energy,#FCC30B
7,renewables,#FCC30B
7,shale,#FCC30B
7,small island developing States,#FCC30B
7,energy grid,#FCC30B
7,energy grids,#FCC30B
7,smart grid,#FCC30B
7,smart grids,#FCC30B
7,solar,#FCC30B
7,steam generator,#FCC30B
7,steam generators,#FCC30B
7,substation,#FCC30B
7,sunedison,#FCC30B
7,syngas,#FCC30B
7,sunpower,#FCC30B
7,suntech,#FCC30B
7,supercapacitor,#FCC30B
7,sustainability,#FCC30B
7,sustainable cooking,#FCC30B
7,sustainable energy,#FCC30B
7,sustainable future,#FCC30B
7,sustainable futures,#FCC30B
7,sustainable global future,#FCC30B
7,sustainable global futures,#FCC30B
7,sustainable heat transfer,#FCC30B
7,sustainable power,#FCC30B
7,sustainable thermodynamic,#FCC30B
7,sustainable thermodynamics,#FCC30B
7,tar sands,#FCC30B
7,thermal storage,#FCC30B
7,transformer,#FCC30B
7,watt,#FCC30B
7,wind and solar,#FCC30B
7,wind energies,#FCC30B
7,wind energy,#FCC30B
7,wind farm,#FCC30B
7,wind farms,#FCC30B
7,wind power,#FCC30B
7,wind turbine,#FCC30B
7,wind turbines,#FCC30B
7,windmill,#FCC30B
7,windmills,#FCC30B
8,access to work,#A21942
8,aid for trade,#A21942
8,assets,#A21942
8,bank,#A21942
8,bankers,#A21942
8,banking,#A21942
8,banks,#A21942
8,brokerage,#A21942
8,business enterprise,#A21942
8,business enterprises,#A21942
8,business entrepreneur,#A21942
8,business entrepreneurs,#A21942
8,business loan,#A21942
8,business loans,#A21942
8,business mortgage,#A21942
8,business mortgages,#A21942
8,career self-efficacy,#A21942
8,career opportunities,#A21942
8,cash flow,#A21942
8,cash flows,#A21942
8,child labor,#A21942
8,child labour,#A21942
8,commerce,#A21942
8,commodification,#A21942
8,commodity,#A21942
8,companies,#A21942
8,compensation,#A21942
8,corporate governance,#A21942
8,corporate sustainability,#A21942
8,corporation,#A21942
8,corportations,#A21942
8,creates jobs,#A21942
8,creation of jobs,#A21942
8,credit facility,#A21942
8,creditor,#A21942
8,creditors,#A21942
8,currency,#A21942
8,decent income,#A21942
8,decent incomes,#A21942
8,decent work,#A21942
8,decent workplace,#A21942
8,decent workplaces,#A21942
8,deflation,#A21942
8,developing countries,#A21942
8,domestic product,#A21942
8,economic delinquencies,#A21942
8,economic delinquency,#A21942
8,economic growth,#A21942
8,economic productivity,#A21942
8,economically,#A21942
8,economics,#A21942
8,economies,#A21942
8,employee,#A21942
8,employees,#A21942
8,employer,#A21942
8,employers,#A21942
8,entrepreneurial,#A21942
8,entrepreneurship,#A21942
8,environmental studies,#A21942
8,equal income,#A21942
8,equal incomes,#A21942
8,equal pay,#A21942
8,equal work,#A21942
8,equitable workplace,#A21942
8,equities,#A21942
8,exporters,#A21942
8,exports,#A21942
8,factories,#A21942
8,fair compensation,#A21942
8,fair income,#A21942
8,fair incomes,#A21942
8,finance,#A21942
8,finances,#A21942
8,financial,#A21942
8,financials,#A21942
8,financing,#A21942
8,fiscal,#A21942
8,for profit,#A21942
8,forced labor,#A21942
8,forced labour,#A21942
8,forex,#A21942
8,gdp,#A21942
8,global jobs pact,#A21942
8,globalisation,#A21942
8,globalization,#A21942
8,hedge fund,#A21942
8,hedge funds,#A21942
8,high-value sectors,#A21942
8,hiring,#A21942
8,human capital,#A21942
8,human resource,#A21942
8,human resources,#A21942
8,hybrid work and productivity,#A21942
8,import,#A21942
8,imported,#A21942
8,importers,#A21942
